experience_level,employment_type,position,salary_in_usd,remote_ratio,company_size,pais_empleado,pais_empleador
MI,FT,Software Engineer,246400,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,167700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,297900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,202900,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,105800,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,76800,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,203900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,138900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,128000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,93000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130766,0,M,Oceania,Oceania
SE,FT,Software Engineer,110365,0,M,Oceania,Oceania
MI,FT,Software Engineer,85000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,60000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,85000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,60000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,154960,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,86320,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,96402,0,M,Oceania,Oceania
MI,FT,Software Engineer,89861,0,M,Oceania,Oceania
MI,FT,Data Engineer,66666,0,M,Europe,Europe
MI,FT,Data Engineer,66666,0,M,Europe,Europe
SE,FT,Data Engineer,190000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,160000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,203000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,123000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,175400,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,106300,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,175400,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,106300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,213800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,127700,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,122000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,165400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,106700,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,108150,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,91928,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,140000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,136900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,95800,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
EN,PT,Software Engineer,72600,100,M,NorthAmerica,NorthAmerica
EN,PT,Software Engineer,36300,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,115000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,85000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,188400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,125600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,126500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,93500,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,223080,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,148720,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,136800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,97400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,230000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,100000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,155376,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,95264,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,265200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,151800,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,227700,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,125700,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,222200,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,136000,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,120000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,223600,0,L,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,129300,0,L,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,206000,0,L,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,124500,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,180000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,210500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,151000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,277500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,158500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,50000,0,M,Europe,Europe
MI,FT,Data Engineer,50000,0,M,Europe,Europe
SE,FT,Data Analyst,152500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,98358,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,215000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,134500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,117000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,109000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,165000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,90000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,80000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,63591,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,63591,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,247300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,139800,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,269200,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,150500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,195000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,121500,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,154000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,80000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,167812,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,95348,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,550000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,310000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,240000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,131000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,237500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,147000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,277000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,204000,100,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,184000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,113000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,90400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,244700,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,136800,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,160000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220060,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,121260,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,380900,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,253900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,96250,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,61600,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,120000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,130500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,116000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,41333,0,M,Europe,Europe
SE,FT,Data Scientist,41333,0,M,Europe,Europe
SE,FT,Data Scientist,112500,0,M,Europe,Europe
SE,FT,Data Scientist,75000,0,M,Europe,Europe
MI,FT,Data Scientist,112500,0,M,Europe,Europe
MI,FT,Data Scientist,75000,0,M,Europe,Europe
SE,FT,Data Scientist,297000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,138000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,204200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,115400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,194000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,109500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,140000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,156000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,88000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,256000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,160000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,186000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,293400,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,195600,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,293400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,195600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,170200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,83900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,222000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,160400,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,115000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,100000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,155000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,140000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,125500,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,118000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,185000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,157250,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,90000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,83000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,250000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,170000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,73333,50,L,Europe,Europe
MI,FT,Software Engineer,73076,50,L,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,135400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,329600,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,190700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,314400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,161600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,190000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,212800,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,125500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,718750,0,M,Europe,Europe
MI,FT,Data Scientist,44850,0,M,Europe,Europe
SE,FT,Data Scientist,175000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,135000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,106666,0,M,Europe,Europe
SE,FT,Data Scientist,80000,0,M,Europe,Europe
SE,FT,Data Scientist,253000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,184000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,288000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,209500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,190000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,250000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,170000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,40000,0,M,Asia,Asia
MI,FT,Data Engineer,33333,0,M,Asia,Asia
MI,FT,Software Engineer,275000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,175000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,130769,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,117692,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,255000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,169000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,73333,0,M,Asia,Asia
MI,FT,Software Engineer,53333,0,M,Asia,Asia
SE,FT,Software Engineer,265000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,228000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,152000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,201500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,124000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,41111,50,L,Europe,Europe
MI,FT,Software Engineer,264200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,143100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,378700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,219300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,176000,0,L,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,116000,0,L,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,108463,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,84813,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,253000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,135800,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,60000,0,M,Europe,Europe
EN,FT,Software Engineer,47500,0,M,Europe,Europe
SE,FT,Engineer,219200,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,103800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,85000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,75000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,85000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,75000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,172080,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,114720,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,202730,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,92118,100,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,80000,0,M,NorthAmerica,NorthAmerica
SE,FT,Engineer,68000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,234700,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,140700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,212160,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,141440,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,81250,100,M,Europe,Europe
SE,FT,Software Engineer,68750,100,M,Europe,Europe
SE,FT,Software Engineer,130920,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,87280,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,151500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,90400,0,M,NorthAmerica,NorthAmerica
SE,CT,Data Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,CT,Data Engineer,140000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,188100,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,112900,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,162300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,97300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,199700,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,108100,100,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,212160,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,141440,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,160000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,135120,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,90080,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,98576,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,52574,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,97097,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,312200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,175800,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,294000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,137600,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,169100,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,105900,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,93750,0,M,Europe,Europe
EN,FT,Software Engineer,75000,0,M,Europe,Europe
SE,FT,Software Engineer,200500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,94600,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,207000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,111662,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,170760,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,113840,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,107000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Engineer,52500,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,115000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,105000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,105000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,276000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,253000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,160000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,39205,0,M,Europe,Europe
MI,FT,Engineer,37221,0,M,Europe,Europe
MI,FT,Data Scientist,220000,0,M,Europe,Europe
MI,FT,Data Scientist,96600,0,M,Europe,Europe
SE,FT,Software Engineer,419750,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,272000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,276000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,80000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,65000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,250000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,193000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,84600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,172000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,75600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,276000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,173000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,112500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,385250,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,157450,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,87100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,157450,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,87100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,157450,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,87100,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,249600,0,M,NorthAmerica,NorthAmerica
EX,FT,Software Engineer,166400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,183300,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,101400,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,229300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,127300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,115200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,76800,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,164314,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,68405,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,124800,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,76128,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,125000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,368000,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,221900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,113600,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,138200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,76600,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220900,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,122200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,265200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,176800,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,146875,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,81250,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,123840,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,82560,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,250200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,117200,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,208800,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,98300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,87500,0,M,Europe,Europe
MI,FT,Software Engineer,71250,0,M,Europe,Europe
SE,FT,Software Engineer,183300,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,101400,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,276000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,148000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,157100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,157100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,279500,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,126500,100,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,195000,0,M,NorthAmerica,NorthAmerica
EX,FT,Engineer,180000,0,M,NorthAmerica,NorthAmerica
